name,duration,rating,genre,poster,years,total_years
Aga Kizi,None,3.0,['Comedy'],"https://m.media-amazon.com/images/M/MV5BMzAyMmI5YzctNTYxOS00NjNmLWE1ZmMtMWQwNGVhYzQ1NDY2XkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UX190_CR0,1,190,281_.jpg",['2004'],None
Agir Roman Yeni Dünya,90,4.4,['Drama. Romance'],"https://m.media-amazon.com/images/M/MV5BODI4ZTZlMTctNWM4MC00Yzc5LTg2NmQtYTZjY2MwNGYyNDI5XkEyXkFqcGdeQXVyODc5Mjc4Nzg@._V1_QL75_UY281_CR6,0,190,281_.jpg",['2012'],1
Aglama Anne,120,5.9,['Drama'],"https://m.media-amazon.com/images/M/MV5BZGY2MTNiMmItMWU0ZS00OGQzLTljMDEtODg4MmNmNmZjNmFjXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UX190_CR0,22,190,281_.jpg",['2018'],1
Ah Bir Zengin Olsam,None,4.0,None,"https://m.media-amazon.com/images/M/MV5BMThmYWQ1ZmEtMWVjYS00NTg3LWIzM2MtYTQzYmI1NTJjOWRiXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UX140_CR0,12,140,140_.jpg","['1998', '1999']",None
Ah Nerede,None,4.8,['Comedy. Romance'],"https://m.media-amazon.com/images/M/MV5BYzY5YjBmNDYtNGJmOS00YjJiLWE4OTYtNzQ4MjM2MGJlZWU4XkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_QL75_UY281_CR18,0,190,281_.jpg",['2022'],1
Ah Neriman,120,5.0,['Comedy'],"https://m.media-amazon.com/images/M/MV5BYzU1NmU3NDYtYjYzOS00YmZlLWE3ZTYtNmRmODVhNDY5YzA4XkEyXkFqcGdeQXVyNTcyNTg3Nzc@._V1_QL75_UY281_CR11,0,190,281_.jpg",['2014'],1
Ah Polis Olsam,75,1.4,['Action. Adventure. Comedy'],"https://m.media-amazon.com/images/M/MV5BNjcxZTVjMmYtMTI1My00ZTdkLTg5MGEtMDk5M2Y2MTVhNTU4XkEyXkFqcGdeQXVyNDYwNjc5MTI@._V1_QL75_UY281_CR138,0,190,281_.jpg",['2006'],1
Ah Sanal Dünya,None,None,['Documentary'],None,['2021'],None
Ah Su Komsularimiz,None,None,['Comedy. Family'],"https://m.media-amazon.com/images/M/MV5BMTQxYWExMDMtOTg0Yy00MGU4LTkyMmEtY2VmMWU4NzgyZTM2XkEyXkFqcGdeQXVyMjc2Mzk3ODA@._V1_QL75_UX140_CR0,9,140,140_.jpg",['1990'],None
Ahenk,10,None,['Documentary'],"https://m.media-amazon.com/images/M/MV5BNjUzMDhiNmItYWRkMy00OGU2LTg5MzgtMTI1MjJlN2NiMmIwXkEyXkFqcGdeQXVyMTQ3Njg1NTQy._V1_QL75_UY281_CR155,0,190,281_.jpg","['2020', '2021']",None
Ahh Istanbul,None,4.2,['Drama'],"https://m.media-amazon.com/images/M/MV5BMmY0NjM4ZTItY2YxZS00N2UwLTlkNDMtNDg2NmFlOGM5N2FlXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR93,0,190,281_.jpg",['2006'],None
Ahmet Abi'nin Vapuru,60,4.9,['Talk-Show'],None,['1995'],None
Ahmet Hamdi Tanpinar,66,None,['Documentary. Biography. Drama'],"https://m.media-amazon.com/images/M/MV5BOGRlNjc2YjQtNWQ4NS00YzUzLTg4ODctZGJiY2MzM2M0Zjk5XkEyXkFqcGdeQXVyMjc2Mzk3ODA@._V1_QL75_UX140_CR0,0,140,140_.jpg",['1986'],None
Aile,None,None,['Action. Comedy. Crime'],"https://m.media-amazon.com/images/M/MV5BY2EwNTZmOGYtNzUxYi00ZmRhLTk4NTUtODgxYmEzZjMzZGRlXkEyXkFqcGdeQXVyNTAyODg1MzY@._V1_QL75_UX140_CR0,0,140,140_.jpg",[''],None
Aile Reisi,75,3.6,['Comedy'],"https://m.media-amazon.com/images/M/MV5BYzFkMjZhMTMtNDZjNC00NGNlLWI4MDAtZTAzODIwODZmOWM0XkEyXkFqcGdeQXVyMjc0NTU3MjU@._V1_QL75_UY281_CR148,0,190,281_.jpg",['2009'],1
Aile Sirketi,20,7.3,['Comedy'],"https://m.media-amazon.com/images/M/MV5BMzUyMTg3ZmQtYTNmMC00NDAxLWI5MjUtMTM1NGI1MjhhM2YwXkEyXkFqcGdeQXVyMTI2OTcwMjQ4._V1_QL75_UY281_CR5,0,190,281_.jpg","['2020', '2021']",2
Aileler Yarisiyor,None,5.3,['Game-Show'],"https://m.media-amazon.com/images/M/MV5BYTIzYTA0ZDktNzZlYi00MTE3LTg0YmEtYWFjYzVhNTQxOGQyXkEyXkFqcGdeQXVyNzY3MjM4NjA@._V1_QL75_UY281_CR63,0,190,281_.jpg","['1998', ' ']",3
Ajans Britanya,60,None,['Comedy'],"https://m.media-amazon.com/images/M/MV5BZWRmMDMzYTYtMGMxMy00YjE2LTk3YWMtN2U5ZDIxNTQwZWQ3XkEyXkFqcGdeQXVyNjE5NzAzMjA@._V1_QL75_UY281_CR155,0,190,281_.jpg",['2009'],None
Akademi Türkiye,None,5.8,['Game-Show. Music. Reality-TV'],"https://m.media-amazon.com/images/M/MV5BNjZiOThmN2EtNTQ1Yi00ZDZmLTkyNDItNTdkYjM4ZTZkZGUyXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR58,0,190,281_.jpg","['2003', '2004']",None
Akasya Duragi,90,2.9,['Comedy'],"https://m.media-amazon.com/images/M/MV5BMzM2NTE0MTItNmE4ZS00ZjVjLWE3NjgtNDQyYmIyYjkxYjk4XkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_QL75_UY281_CR6,0,190,281_.jpg","['2008', '2012']",5
Akil Oyunlari,30,7.9,['Game-Show. Reality-TV'],"https://m.media-amazon.com/images/M/MV5BM2I0ZGI0NTEtZDYyZS00YmY4LWFmMGEtNDc0N2E5YTUwY2FhXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR18,0,190,281_.jpg",['2021'],1
Akinci,120,2.2,['Action. Adventure. Crime'],"https://m.media-amazon.com/images/M/MV5BYWQ2M2ExNTQtNDFhZC00Y2UxLThkMDYtMDFjZjVjMjk4YzcxXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR8,0,190,281_.jpg",['2021'],1
Akrep,120,4.7,['Drama'],"https://m.media-amazon.com/images/M/MV5BNTg3OTllYzAtMWUxOS00MDc5LWIwYjUtNDA5YzdmOTMzNjZmXkEyXkFqcGdeQXVyMTI2NjQ5MDI4._V1_QL75_UX190_CR0,1,190,281_.jpg","['2020', '2021']",2
Aksam Günesi,None,None,['Romance'],"https://m.media-amazon.com/images/M/MV5BZmRmZDc3NTctZTAwYi00Mzk1LTg1YjctOTU2YTNmMzkwNTFhXkEyXkFqcGdeQXVyMjc0ODc0MDE@._V1_QL75_UY281_CR1,0,190,281_.jpg",['1999'],None
Al Hayba,None,None,None,None,[''],None
Al Sana Haber,None,None,['Talk-Show'],"https://m.media-amazon.com/images/M/MV5BYTJkNzc3ZjgtNWM2Ni00NDRjLTlhZmYtZmZiYmZmZWViYmVhXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY140_CR58,0,140,140_.jpg",['2021'],None
Al Yazmalim,90,4.6,['Drama'],"https://m.media-amazon.com/images/M/MV5BYmEyYWEzYjctZWRlZC00MGMwLThiYmEtNDZkNjQ4MjM0NTk5XkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_QL75_UY281_CR4,0,190,281_.jpg","['2011', '2012']",2
Alacakaranlik,60,7.6,['Adventure'],"https://m.media-amazon.com/images/M/MV5BMDViZmNkMTgtMjUyMy00YmU2LWJkY2YtNmM3NjMwYjk3ZTZiXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR18,0,190,281_.jpg","['2003', '2005']",3
Alanya Almanya,65,5.2,['Drama'],"https://m.media-amazon.com/images/M/MV5BOTkyNjE0OTk2N15BMl5BanBnXkFtZTcwMTEzNDEyMw@@._V1_QL75_UX140_CR0,13,140,140_.jpg","['2005', '2006']",None
Aldatmak,150,6.8,['Drama'],"https://m.media-amazon.com/images/M/MV5BZjJhMmRiYTYtZjBlOC00MzQwLThiY2YtZWJjZWViYzQ4YmE0XkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_QL75_UY281_CR18,0,190,281_.jpg","['2022', ' ']",1
Alef,53,7.9,['Action. Crime. Drama'],"https://m.media-amazon.com/images/M/MV5BMzYzZjFmMTctMmVjNy00ZTMzLTgxZmQtZmM4MDUyMjhlMjA3XkEyXkFqcGdeQXVyMTIyMjI4OTkx._V1_QL75_UY281_CR18,0,190,281_.jpg","['2020', '2022']",2
Alemin Kirali,None,3.5,['Comedy'],"https://m.media-amazon.com/images/M/MV5BNTY5NGY5NGYtNDk0Yy00ZWVkLWJiNzktMjkwYzZkNTU3MWM5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTEyODUwMzM@._V1_QL75_UY281_CR11,0,190,281_.jpg","['2011', '2013']",2
Alev Alev,120,6.9,['Drama'],"https://m.media-amazon.com/images/M/MV5BODk1MmVjYzctMjBhNC00Njc3LThhNzktNjU1NTBiNmY1NTY2XkEyXkFqcGdeQXVyMTIwNDYzMjIz._V1_QL75_UY281_CR18,0,190,281_.jpg","['2020', '2021']",2
Ali Ayse'yi Seviyor,None,4.5,['Comedy'],"https://m.media-amazon.com/images/M/MV5BY2U5ZGYxMDAtYjE4YS00ZGI0LTg4YmQtZTljNDIwMGI0YmE2XkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR2,0,190,281_.jpg",['2013'],1
Alim Dayi,"3,000",5.8,['Comedy'],"https://m.media-amazon.com/images/M/MV5BZTNhYjgwODItYmE0NC00NTg1LTk3OGEtMGFlZWQyMmMzYmYyXkEyXkFqcGdeQXVyNTYxNDk3MTE@._V1_QL75_UY281_CR155,0,190,281_.jpg","['1991', '1995']",None
Alin Yazim,45,None,['Drama. Romance'],"https://m.media-amazon.com/images/M/MV5BMTlhN2QxMjctOGZjZi00YTdhLThlMjktMTkxMWRhOTk0OWRkXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR18,0,190,281_.jpg","['2014', '2015']",2
Aliye,65,5.2,['Drama. Family. Romance'],"https://m.media-amazon.com/images/M/MV5BOTViYmQ1MzItOTE4MS00YmM2LTljYmQtNzBjMjY2ZDMzODNkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTEyODUwMzM@._V1_QL75_UY281_CR8,0,190,281_.jpg","['2004', '2006']",3
Almanya'da Yarim Asir,45,None,['Documentary'],"https://m.media-amazon.com/images/M/MV5BZDA2NDEyZDEtMTNlNy00ZGRkLWFmNjAtMDI2ZWE4MTI5Y2RiXkEyXkFqcGdeQXVyMjc0ODc0MDE@._V1_QL75_UY281_CR355,0,190,281_.jpg",['2013'],1
Alparslan: Büyük Selçuklu,120,7.8,['Action. History. War'],"https://m.media-amazon.com/images/M/MV5BNTYwMWQ1MmItZDkwZS00MjlmLWIyYzctOTVmODdhYmJjMzUzXkEyXkFqcGdeQXVyMTE5OTk0OTA1._V1_QL75_UY281_CR18,0,190,281_.jpg","['2021', ' ']",2
Alper Rende,None,None,['Adventure. Comedy. Sport'],"https://m.media-amazon.com/images/M/MV5BNjkzMjY3MDgtM2Y3MS00M2ZjLWJmYzItMWJiYTEzZjA0YTI2XkEyXkFqcGdeQXVyNTcyNTg3Nzc@._V1_QL75_UY281_CR46,0,190,281_.jpg",['2018'],None
Altin Elbiseli Adam,35,6.8,['Sport'],None,['2011'],None
Altin Kizlar,None,5.3,['Comedy'],"https://m.media-amazon.com/images/M/MV5BZjcyMGUyNDYtZGI0NC00NTcwLTlkNjgtMTEzYzMzMDc4YTVmXkEyXkFqcGdeQXVyOTQ2MjQ3MTI@._V1_QL75_UY281_CR36,0,190,281_.jpg",['2009'],1
Altin Petek,None,None,['Game-Show'],"https://m.media-amazon.com/images/M/MV5BMTAyMmIzMzAtYjRjNi00ZDNmLWIzNWQtNTI5YmEyZDM2MGVlXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY140_CR18,0,140,140_.jpg",['2016'],None
Altinci His,None,None,['Game-Show'],None,['2002'],None
Altindagli,90,1.6,['Drama'],"https://m.media-amazon.com/images/M/MV5BOGRjNzhiMGEtZTExZS00NDk1LWIwNzQtYTUyMGFlNTZkMTYzXkEyXkFqcGdeQXVyNTcyNTg3Nzc@._V1_QL75_UY281_CR112,0,190,281_.jpg",['2013'],None
Altinsoylar,120,5.0,['Comedy'],"https://m.media-amazon.com/images/M/MV5BOGVjNGJhNDItYmIzZi00ZDM5LTk4NTctYzNjMWYzOGViODg0XkEyXkFqcGdeQXVyMzA1ODY4NjQ@._V1_QL75_UX190_CR0,13,190,281_.jpg",['2016'],1
Amatör Küme,26,None,['Sport'],"https://m.media-amazon.com/images/M/MV5BY2M4MzU5N2EtZDliZi00MzAyLWIxZWQtYmY0NjM4MzBlMTZkXkEyXkFqcGdeQXVyMTg0NTExMDU@._V1_QL75_UY281_CR155,0,190,281_.jpg",['2015'],None
Amerika'da Türk Olmak,None,None,['Documentary'],"https://m.media-amazon.com/images/M/MV5BNDAxZmU2NjEtZWMxZS00MjVlLTljYTEtZjAxNDU0MjcwY2M4XkEyXkFqcGdeQXVyMjc0ODc0MDE@._V1_QL75_UY281_CR4,0,190,281_.jpg","['2006', '2007']",None
Ana,None,6.0,['Comedy'],"https://m.media-amazon.com/images/M/MV5BYjAwYWVjMmEtMDFkMS00ODg3LTkxNjEtY2U3ZWE5ZjcxYTBkXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_QL75_UY281_CR93,0,190,281_.jpg","['1991', '1992']",1
Ana Kuzusu,None,5.7,['Comedy'],"https://m.media-amazon.com/images/M/MV5BMDQxNTE1MzAtOGNkMS00NzcyLThhMDUtMzVkMDBjMTExODIzXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_QL75_UX140_CR0,0,140,140_.jpg",['2000'],None
Ana Ocagi,90,None,['Adventure. Family. Game-Show'],"https://m.media-amazon.com/images/M/MV5BMGQ1ZTMwNzktZWNlZS00MTZjLTlhYjctYjc5MDliZGNiN2U0L2ltYWdlXkEyXkFqcGdeQXVyNTcyNTg3Nzc@._V1_QL75_UY281_CR95,0,190,281_.jpg","['2014', '2016']",None
Ana Yüregi,32,3.7,['Drama'],"https://m.media-amazon.com/images/M/MV5BZWI4OTQwNTEtYjRmYy00ZTBmLWJhN2QtMjNjNGU4YjcwMmNmXkEyXkFqcGdeQXVyNTcyNTg3Nzc@._V1_QL75_UY281_CR8,0,190,281_.jpg",['1993'],1
Anadolu Arkeolojisi,26,6.1,['Documentary'],"https://m.media-amazon.com/images/M/MV5BNGUzZTFkODUtM2Q4ZS00NmI4LTlmYjMtNWQ0M2JkNmQzNTk5XkEyXkFqcGdeQXVyMTIzNTI0Njcx._V1_QL75_UY281_CR155,0,190,281_.jpg","['2019', '2021']",2
Anadolu Düsleri,None,None,['Documentary'],"https://m.media-amazon.com/images/M/MV5BY2E1OGNiYTItOWUyOS00MWEwLWE4ZGEtZDFkY2MxNzBjMDUxXkEyXkFqcGdeQXVyMjc0ODc0MDE@._V1_QL75_UY281_CR4,0,190,281_.jpg",['1997'],None
Anadolu Kaplani,None,4.3,['Comedy'],"https://m.media-amazon.com/images/M/MV5BYWFjYzBmM2ItN2JlZi00MWY4LWJmMTUtNmFlMzUyMzYyMTRhXkEyXkFqcGdeQXVyNTczMjA3ODg@._V1_QL75_UY281_CR81,0,190,281_.jpg",['2006'],None
Anadolu Kaplanlari,None,None,['News'],None,['2011'],None
Analar ve Anneler,90,5.1,['Drama'],"https://m.media-amazon.com/images/M/MV5BMTlmYzc1Y2YtM2Q2My00ZGEyLWFiMGYtZjRhMDZkYjRhMmQyXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_QL75_UY281_CR18,0,190,281_.jpg",['2015'],1
Anali Ogullu,80,4.6,['Comedy'],"https://m.media-amazon.com/images/M/MV5BNDkyMGFkMzAtOTE1NC00NDk4LWE4MTItMmU1MTJmZDUwMzg1XkEyXkFqcGdeQXVyMDMwMDUyMA@@._V1_QL75_UY281_CR4,0,190,281_.jpg",['2014'],None
Man on Pause,45,6.8,['Comedy. Drama'],"https://m.media-amazon.com/images/M/MV5BYTk5ZWVkNTktMzQzOS00MzNmLWI0ZDUtZWFmNjAzYTRmYzhlXkEyXkFqcGdeQXVyMjExNjgyMTc@._V1_QL75_UX190_CR0,0,190,281_.jpg","['2022', ' ']",1
Anilardaki sevgili,None,None,None,None,['1996'],None
Anime Forum,None,None,['Talk-Show'],None,"['2008', '2009']",None
Aninda Görüntü Show,135,5.9,['Comedy'],"https://m.media-amazon.com/images/M/MV5BOWM2MThiZTUtYjdmNy00MGY0LWEzNzQtN2U5ZDRhNzMzNGQxXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR93,0,190,281_.jpg","['2008', '2009']",1
Aninda Manset,None,None,['News. Talk-Show'],"https://m.media-amazon.com/images/M/MV5BNTY2YTc3ZTYtOThhMi00ZDBjLWI5Y2UtYjZlYzljOWZiMjkzXkEyXkFqcGdeQXVyNTcyNTg3Nzc@._V1_QL75_UY281_CR186,0,190,281_.jpg","['2020', ' ']",2
Anjelika Akbar ile Sesler,26,None,['Musical'],"https://m.media-amazon.com/images/M/MV5BZTRiMzFhYWQtMTc3OS00ZGJjLWFhMTktNzc4NTYwYmE5NzY4XkEyXkFqcGdeQXVyMTIzNTI0Njcx._V1_QL75_UY281_CR5,0,190,281_.jpg","['2019', ' ']",3
Teskilat,150,6.7,['Action. Drama'],"https://m.media-amazon.com/images/M/MV5BNTM5NWU4NGItYWQwNi00YjAxLWEyYmUtYWJkODk5ZWEyYjk0XkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_QL75_UY281_CR18,0,190,281_.jpg","['2021', ' ']",2
Ankara Havasi,25,6.0,['Documentary'],"https://m.media-amazon.com/images/M/MV5BODA0OTIxNDUtY2FkYy00ODFmLWIxM2QtNzYyZDQzMzhlNTBlXkEyXkFqcGdeQXVyMTAxMjQxMDE2._V1_QL75_UY281_CR27,0,190,281_.jpg",['2020'],1
Ankara'nin Dikmeni,100,3.7,['Comedy'],"https://m.media-amazon.com/images/M/MV5BMmY0NGY2MDMtNjU1Mi00MDAwLWJhMjItMDI2Y2Y4ZGNlNWI0XkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR46,0,190,281_.jpg",['2014'],None
Ankara'nin Insanlari,16,None,['Documentary'],"https://m.media-amazon.com/images/M/MV5BZDkzYTRhZjAtOTEwZC00ZDM3LWJmMWItZTIxMDM3ZGMzM2I5XkEyXkFqcGdeQXVyMjc0ODc0MDE@._V1_QL75_UY281_CR5,0,190,281_.jpg","['2020', '2021']",1
Anne,120,6.9,['Drama'],"https://m.media-amazon.com/images/M/MV5BNWRkMzdiYjgtOTA0Yi00NjZiLWFjZjMtYThlMTE5MWEwYWU4XkEyXkFqcGdeQXVyODY1MDkwOQ@@._V1_QL75_UY281_CR3,0,190,281_.jpg","['2016', '2017']",2
Anne Babamla Evlensene,None,3.7,['Comedy'],"https://m.media-amazon.com/images/M/MV5BNGI0MDZmZWMtOThhOS00NTMwLTllYzItMTgwZWNjYzMwMDk4XkEyXkFqcGdeQXVyMjc2Mzk3ODA@._V1_QL75_UX140_CR0,0,140,140_.jpg",['2002'],1
Annem,90,3.8,['Drama'],"https://m.media-amazon.com/images/M/MV5BMjUyOTYxNWQtMTg1MC00ZDEzLWFhYzEtZGQ3YjlkYWY4ZGNmXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR53,0,190,281_.jpg","['2007', '2009']",3
Annem Uyurken,None,4.3,['Comedy'],"https://m.media-amazon.com/images/M/MV5BZjI5NjE4ZDYtZDM5ZS00NWJlLWEyNDUtMGU5YTM4M2ExOWFlXkEyXkFqcGdeQXVyNTczMjA3ODg@._V1_QL75_UY281_CR66,0,190,281_.jpg",['2012'],1
Annemizi Saklarken,None,4.5,['Drama'],"https://m.media-amazon.com/images/M/MV5BNzVhMmNkZGQtMDczYy00N2JlLWE3MDEtYzVlNWMyZWQxZTBkXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR18,0,190,281_.jpg","['2021', '2022']",2
Annenin Sirridir Çocuk,120,4.1,['Drama'],"https://m.media-amazon.com/images/M/MV5BMWQzMTcxZDUtOWY0MC00ZjY2LThjN2EtMzEyMWUzMmJmZTg4XkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR18,0,190,281_.jpg",['2022'],1
Another Self,50,6.3,['Drama. Romance'],"https://m.media-amazon.com/images/M/MV5BNDdkMmZiZTQtZjRjOS00NjM4LWI1ZjQtYTIyODA0YTViOWMyXkEyXkFqcGdeQXVyMTI1NDEyNTM5._V1_QL75_UY281_CR6,0,190,281_.jpg","['2022', ' ']",1
Apartmanlar Yarisiyor,None,None,['Game-Show'],"https://m.media-amazon.com/images/M/MV5BYjJmMjliNGQtNTk1OS00MTUwLWE1MDQtNTA5Y2RhZDQyYzAzXkEyXkFqcGdeQXVyNTcyNTg3Nzc@._V1_QL75_UY281_CR156,0,190,281_.jpg",['2020'],1
Aptal Çocuklar,26,6.9,['Comedy'],"https://m.media-amazon.com/images/M/MV5BZDM2ZmMxNjUtNzQyMy00NGMyLThmYTUtMTFkYTBkMWQwNDUzXkEyXkFqcGdeQXVyMTA3NDgxNDAy._V1_QL75_UY281_CR155,0,190,281_.jpg",['2020'],1
Arabeskin Asik Kadinlari,None,6.3,['Documentary. Music'],"https://m.media-amazon.com/images/M/MV5BYjE2NTUzMGEtZWI0NC00YTlkLTlmMzYtMDQ5YmU2OTFjZDEwXkEyXkFqcGdeQXVyMjc5NjU1OTY@._V1_QL75_UX190_CR0,28,190,281_.jpg","['2021', '2022']",2
Araf Zamani,120,6.3,['Drama'],"https://m.media-amazon.com/images/M/MV5BNTA2ZmI2MTYtOTFkMi00ZTdjLWI0ZmQtMzI2MmY5ZmVjYmMxXkEyXkFqcGdeQXVyMjc0NTU3MjU@._V1_QL75_UY281_CR72,0,190,281_.jpg","['2011', '2012']",1
Aramizda Kalsin,90,7.6,['Comedy. Drama. Romance'],"https://m.media-amazon.com/images/M/MV5BMzFiMGNlMjEtMzVhYy00YjIxLWE3ZGUtOGQzZWI3MjIwZjJlXkEyXkFqcGdeQXVyODY1MDkwOQ@@._V1_QL75_UY281_CR12,0,190,281_.jpg","['2013', '2015']",2
Aramizda Müzik Var,40,None,['Documentary'],"https://m.media-amazon.com/images/M/MV5BNjBhYmZiMDktYmMzNi00N2JiLTg3ZTEtMGM1MTM0NzllZjQzXkEyXkFqcGdeQXVyMTQ3Njg1NTQy._V1_QL75_UY281_CR72,0,190,281_.jpg","['2019', '2021']",None
Arayis,None,None,None,"https://m.media-amazon.com/images/M/MV5BMjEzNzMxNzk1OF5BMl5BanBnXkFtZTgwNDY4NTkyNzE@._V1_QL75_UY140_CR35,0,140,140_.jpg",[''],None
Araz,40,None,['Action. Crime. Drama'],"https://m.media-amazon.com/images/M/MV5BOTQ5NjA4MDItM2FlMS00MzVmLWI5ZTctZGUyM2IwMmUwNzliXkEyXkFqcGdeQXVyMTA2NjY5NzM2._V1_QL75_UY281_CR117,0,190,281_.jpg","['2023', ' ']",None
Ariza,120,6.3,['Action. Drama'],"https://m.media-amazon.com/images/M/MV5BMjgzNDY0ODktMzg0Yi00ZDBhLTliYWMtNDJlZTAwMGExYmJmXkEyXkFqcGdeQXVyMTIzNzk0MzM0._V1_QL75_UY281_CR4,0,190,281_.jpg","['2020', '2021']",2
Arka Siradakiler,None,3.5,['Action. Drama. Family'],"https://m.media-amazon.com/images/M/MV5BMWY5ZDMzYWYtY2JlMy00MWM2LTk2ZWYtMWMzNjVkNjA3Y2ZiXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_QL75_UY281_CR6,0,190,281_.jpg","['2007', '2012']",6
Arka Sokaklar,120,3.5,['Action. Adventure. Comedy'],"https://m.media-amazon.com/images/M/MV5BODdhMmVhODktODI1OS00NTI1LWI4MDktMjY4ZjM4Y2ZmNGZhXkEyXkFqcGdeQXVyOTczMTUxNDY@._V1_QL75_UY281_CR165,0,190,281_.jpg","['2006', ' ']",17
Arkadas Canlisi,None,8.2,['Reality-TV'],"https://m.media-amazon.com/images/M/MV5BODNmMzJhM2QtNjNiZC00OWFhLWEyMWItZjlkM2ViOGZiNGNmXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_QL75_UY281_CR13,0,190,281_.jpg","['2022', ' ']",1
Arkadasim Hosgeldin,None,7.8,['Comedy'],"https://m.media-amazon.com/images/M/MV5BMTMyMzVjZTYtYTJiYi00NTljLWE4YzQtYmQxNzgxZjFmNGJiXkEyXkFqcGdeQXVyNTM3NzExMDQ@._V1_QL75_UY281_CR6,0,190,281_.jpg","['2013', '2015']",3
Arkadaslar Iyidir,120,4.7,['Drama'],"https://m.media-amazon.com/images/M/MV5BZjNhNDE0NTMtOWJkYS00NTliLWI4ZjUtZjgzMzcxY2ZmYmYzXkEyXkFqcGdeQXVyNTcyNTg3Nzc@._V1_QL75_UX190_CR0,0,190,281_.jpg",['2016'],1
Armoni: TRT Müzik,None,None,['Music'],"https://m.media-amazon.com/images/M/MV5BYmYwZGUyYjUtYTkzOS00M2JlLWJhYTktYzRiMGYzNjRkNDkyXkEyXkFqcGdeQXVyNzkyMTc1Nzg@._V1_QL75_UY281_CR20,0,190,281_.jpg",['2021'],None
Art News,None,None,['News'],"https://m.media-amazon.com/images/M/MV5BMWNhZDg1OTEtZDMwNS00MzU3LThkN2QtOTk5NDQ2ZTk5Yjg0XkEyXkFqcGdeQXVyMDYyNjY0NQ@@._V1_QL75_UY281_CR33,0,190,281_.jpg",['2011'],None
Arti,None,None,None,"https://m.media-amazon.com/images/M/MV5BMGNjNDhkNDYtYjdjNC00NDcyLWE0MDAtYThhNWUyNDk1NDA1XkEyXkFqcGdeQXVyNjI4MjI2MjA@._V1_QL75_UY140_CR56,0,140,140_.jpg",['2021'],1
Artist Palas,None,None,['Drama'],"https://m.media-amazon.com/images/M/MV5BODVlOWZhYjktN2ZiNy00ZDlkLTgwZTAtZWRiNGU4Mjc5YjA0XkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_QL75_UX140_CR0,29,140,140_.jpg",['1994'],None
Asaf,None,None,['Drama'],None,[''],None
Asayis Berkkemal,None,None,['Action'],"https://m.media-amazon.com/images/M/MV5BYzEyNTg3NGUtNjc3OS00ZWNkLTlhZWUtMWM3NWQxMDc1ZmVmXkEyXkFqcGdeQXVyMTUwNzI0NDU0._V1_QL75_UY281_CR4,0,190,281_.jpg",['2014'],None
Asi,90,6.5,['Drama. Romance'],"https://m.media-amazon.com/images/M/MV5BNzNhNDg4MDgtMzI0MS00NTBjLWI4NmUtYTg4YzRmOTdiODgxXkEyXkFqcGdeQXVyMjg0MzMwNzg@._V1_QL75_UY281_CR4,0,190,281_.jpg","['2007', '2009']",3
Love 101,40,7.5,['Comedy. Drama. Romance'],"https://m.media-amazon.com/images/M/MV5BMzE0YjIyMGEtNTVmMS00NWM5LWI1OTUtNjAxNDE0ZDFhMDQ3XkEyXkFqcGdeQXVyMTIyMjI4OTkx._V1_QL75_UY281_CR6,0,190,281_.jpg","['2020', '2021']",2
